Subject,FORT10
Task,SetShiftPR
Chamber,3
Protocol,C:/Users/Optimization/Desktop/py-behav/SetShiftPR/Protocols/p48on_all.py
AddressFile,C:/Users/Optimization/Desktop/py-behav/SetShiftPR/AddressFiles/SetShift3On.py

Trial,Time,Type,Code,State,Metadata
1,3.0299881473183632e-05,StateEnterEvent,0,INITIATION,"{}"
2,1.0062537000048906,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
3,1.0062615000642836,InfoEvent,1,SJ_RESPONSE,"{'command': 'P', 'id': 0, 'mode': [1, 3], 'period': 7692, 'duration': 4294967295, 'stages': [['50', '-300uA', '0uA'], ['50', '300uA', '0uA']]}"
4,2.013241099892184,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
5,2.013251099968329,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6902mV', '-248uA', '0mV', '0uA'], ['5834mV', '246uA', '0mV', '0uA']]}"
6,2.813675200100988,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': True}"
7,2.8136845999397337,StateExitEvent,0,INITIATION,"{'light_location': 0}"
8,2.813709700014442,StateEnterEvent,1,RESPONSE,"{'light_location': 0}"
9,2.843432999914512,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': False}"
10,3.018029199913144,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
11,3.018034900072962,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-7514mV', '-212uA', '0mV', '0uA'], ['6660mV', '206uA', '0mV', '0uA']]}"
12,3.9424368999898434,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': True}"
13,3.9424431000370532,StateExitEvent,1,RESPONSE,"{'rule': 0, 'cur_block': 0, 'rule_index': 0, 'accuracy': 'correct'}"
14,3.9424670999869704,StateEnterEvent,2,INTER_TRIAL_INTERVAL,"{'rule': 0, 'cur_block': 0, 'rule_index': 0, 'accuracy': 'correct'}"
15,4.02322810003534,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
16,4.023233300074935,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-7090mV', '-244uA', '0mV', '0uA'], ['6076mV', '242uA', '0mV', '0uA']]}"
17,4.1324253000784665,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': False}"
18,4.251641500042751,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': True}"
19,4.4435741999186575,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': False}"
20,5.031757700024173,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
21,5.031789700035006,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-7084mV', '-248uA', '0mV', '0uA'], ['5996mV', '246uA', '0mV', '0uA']]}"
22,6.044537999900058,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
23,6.0445548999123275,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6590mV', '-292uA', '0mV', '0uA'], ['5250mV', '292uA', '0mV', '0uA']]}"
24,7.052534200018272,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
25,7.052548399893567,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6698mV', '-292uA', '0mV', '0uA'], ['5308mV', '292uA', '0mV', '0uA']]}"
26,8.057672899914905,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
27,8.057677499949932,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6794mV', '-292uA', '0mV', '0uA'], ['5374mV', '292uA', '0mV', '0uA']]}"
28,8.451649999944493,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': True}"
29,8.522542499937117,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': False}"
30,8.843511200044304,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': True}"
31,8.951684199972078,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': False}"
32,9.06721829995513,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
33,9.067225799895823,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6802mV', '-292uA', '0mV', '0uA'], ['5386mV', '292uA', '0mV', '0uA']]}"
34,9.25034029991366,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': True}"
35,9.378193899989128,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': False}"
36,9.653229499934241,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': True}"
37,9.725448400015011,ComponentChangedEvent,1,nose_pokes-2-0,"{'value': False}"
38,10.075130000011995,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
39,10.075134899932891,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6798mV', '-292uA', '0mV', '0uA'], ['5400mV', '292uA', '0mV', '0uA']]}"
40,10.944253700086847,TimeoutEvent,0,iti_timeout,"{}"
41,10.94430399988778,StateExitEvent,2,INTER_TRIAL_INTERVAL,"{}"
42,10.944319600006565,StateEnterEvent,0,INITIATION,"{}"
43,11.082194099901244,ComponentChangedEvent,0,stim-2-0,"{'value': 'T0'}"
44,11.082202600082383,InfoEvent,1,SJ_RESPONSE,"{'command': 'C', 'id': 0, 'n_pulse': 131, 'stages': [['-6630mV', '-292uA', '0mV', '0uA'], ['5324mV', '292uA', '0mV', '0uA']]}"
45,11.693857199978083,ComponentChangedEvent,2,nose_pokes-2-1,"{'value': True}"
